number,year,type,Luminance,Contrast,Structure
16158,2004,Action,133.8192695,76.72397094,131.2596186
16159,2005,Historical Legend Ancient Costume War,134.4191152,78.93528318,130.3271493
16160,2007,Historical Legend Ancient Costume,115.4726337,76.47209308,150.4885309
16161,2012,Historical Legend Ancient Costume,71.14044239,64.17140129,120.8790985
16162,2011,Wuxia Historical Legend Ancient Costume Animation War,81.56095679,69.43367256,116.4253996
16163,2012,Historical Legend Ancient Costume War,51.4656893,54.07517664,101.4870556
16164,2012,Modern City,150.9235185,74.17237538,106.812555
16165,2008,Animation,80.65680041,79.00858722,111.6526011
16166,2015,Wuxia Ancient Costume,82.1287037,64.75651308,106.3122564
16167,2016,Documentary,65.8911214,44.38420486,72.74809977
16168,2010,Animation,127.3755041,71.33353391,114.8662687
16169,2012,Comedy Animation,94.66878601,68.29863188,93.50549921
16170,2012,Animation,90.94106996,56.4726931,123.7533158
16171,2007,Animation Animation,153.1827263,80.73467567,126.8528627
16172,2014,Wuxia Animation,91.80353909,73.19846523,75.28011492
16173,2019,Suspense,89.92809671,63.04727997,108.7567786
16174,2022,Modern City,51.30989712,41.3447666,48.72374871
16175,2006,Family,122.5576646,67.5028235,128.4986656
16176,2004,Family,132.7277984,67.1215935,89.13087876
16177,2015,Family,192.9489095,62.96152234,103.4503802
16178,2004,Family,,,
16180,2013,Family Youth Idol Modern City,147.1158539,68.21465171,97.94309712
16181,2016,,121.7534979,59.27918113,142.3056451
16182,2006,Family,165.5193313,88.40722414,68.5807425
16183,2021,Romance,177.6099794,57.27069866,85.23784817
16184,2012,Modern City,,,
16185,2016,Modern City,135.6146193,56.15899122,83.78169928
16186,2016,Crime,94.90014403,86.38570881,118.7354564
16187,2000,Romance,180.6525206,70.26527124,83.35323531
16188,2009,Family,135.8641872,80.34389089,74.24061137
16189,2014,Modern City,108.0163477,56.80468423,74.85126003
16190,2007,Family,,,
16191,2009,Family,121.3482613,57.02699924,113.899635
16192,2008,Comedy,153.9866975,79.27750914,139.6826543
16193,2004,Family,123.3684774,74.25913438,115.7870723
16194,2013,Family Modern City Romance,103.0280453,66.04340336,94.05423133
16196,2023,Romance Comedy,151.6328909,64.90978968,114.0178164
16197,2020,Romance Ancient Costume,188.6691564,50.65649231,67.76293363
16198,2022,Modern City Family,46.61161523,42.29385409,76.76569134
16199,2021,Romance Suspense,74.27072016,44.16900952,53.82296485
16200,2021,Comedy Ancient Costume,197.3622737,38.56628363,52.30381167
16201,2017,Romance,48.75283951,35.32114981,65.60112792
16202,2022,Modern City,186.7912037,56.39109533,71.06358732
16203,2020,Modern City,94.02429012,63.38656662,91.44422465
16204,2016,Inspiration Family,152.0489918,71.65580241,121.835548
16205,2010,Family,24.00757202,47.28995409,88.50565829
16206,2018,Youth Idol,188.5864095,45.6989568,67.17895746
16207,2019,Modern City,178.2819342,74.74485489,75.59674087
16208,2021,Modern City,141.4839506,68.49182711,96.56974176
16209,2021,Modern City,195.112963,44.20389436,63.95371003
16210,2013,Youth Idol Romance,190.712037,76.33192448,76.57329787
16211,2020,Modern City Family,114.7633128,55.33272039,129.8970788
16212,2012,Modern City,130.6283436,74.96043489,140.2711786
16213,2016,Romance Youth Idol,199.4490123,44.75790885,71.96027605
16215,2007,Romance,113.4426646,45.42960168,58.5370707
16216,2007,Youth Idol,157.6383642,61.82844305,38.44290417
16217,2010,Romance Comedy,113.7197016,73.99464739,76.12179081
16218,2008,Romance,136.1865432,79.32599572,111.8139408
16219,2011,Romance,192.929465,66.14875713,84.96224539
16220,2012,Romance,166.265535,58.26585184,100.9424112
16221,2019,Modern City,149.9017181,70.57168131,155.1786102
16222,2013,Romance,154.0005864,59.17425016,101.1946741
16223,2012,Animation,171.2937654,69.27029927,138.3761023
16224,2015,Romance,107.4327778,72.42709509,78.6383643
16225,2019,Modern City,82.18073045,66.82089938,137.3353315
16226,2018,Romance,169.9444136,58.31945749,63.0158297
16227,2006,Comedy,105.1202572,49.47959023,95.61959112
16228,2020,Romance Ancient Costume,163.2823868,39.58764552,59.9610716
16229,2014,Modern City Romance,201.8430556,55.98142685,61.51643838
16230,2016,Animation Children,180.4191049,49.60428947,69.88120298
16231,2007,Romance,161.9862757,76.36341243,135.0040307
16232,2012,War,86.15033951,52.24299824,114.8803583
16233,2008,Family,115.0306687,86.46025548,85.23139482
16234,2021,Modern City,122.5601852,57.48436376,92.58286378
16235,2006,Historical Legend,50.08430041,61.31337951,91.17276294
16236,2018,Historical Legend,107.4998457,78.96168759,87.34601701
16237,2016,Modern City Inspiration,141.5270267,79.88645588,89.23827195
16238,2019,Modern City,94.18356996,80.99045602,88.47781616
16239,2004,Modern City,87.30369342,84.25392581,130.0949208
16240,2008,Modern City,151.4128086,76.814503,143.8014554
16241,2010,Modern City,87.96418724,75.25834096,124.6009181
16242,2016,,143.5661111,74.17780255,94.28421833
16243,2017,,184.7381996,85.66183544,89.14532756
16244,2003,Comedy,162.6899691,64.88587815,83.98365587
16245,2012,Revolution,59.2398251,52.03781274,88.67475093
16247,2016,Modern City,80.6313786,74.79014085,101.3933537
16248,2019,Modern City,207.6727572,44.73687327,72.5425085
16249,2022,Modern City,152.606965,67.56604709,86.09486798
16250,2023,Crime,78.0093107,75.64083032,95.82547872
16251,2019,Youth Idol,199.628714,46.44672793,35.8158567
16252,2001,Comedy,,,
16253,2001,Ancient Costume,,,
16254,2014,Revolution,86.60737654,64.94555993,74.22093361
16255,2012,War,89.82246914,53.0053292,99.19790626
16257,2010,War,100.1134156,68.52521146,131.0295539
16258,2014,Action Suspense,129.1853704,83.64531748,148.083261
16259,2002,Historical Legend,130.3090123,49.31095364,78.44307565
16260,2009,War,96.15534979,61.02863207,119.3635623
16261,2011,War Spy Warfare,70.79215021,66.27639639,113.9256184
16262,2011,Spy Warfare War,126.0290226,92.68679311,142.2426447
16263,2016,Revolution War,103.6984877,68.47870134,86.45067304
16264,2014,War,98.81731481,57.18804329,106.0763339
16265,2024,Action Crime Suspense,89.15235597,60.76455327,98.71920928
16266,2013,Spy Warfare,152.9943724,96.79258455,94.73412642
16267,2003,Myth and Fantasy Romance,162.6586831,64.65241415,120.9312985
16268,2003,Romance,165.6518827,64.35413242,110.7704098
16269,2001,,,,
16270,2015,Revolution,106.3942181,79.62795965,117.4110424
16271,2023,Revolution,104.1990329,59.75122203,88.34477325
16272,2011,Crime,71.96072016,56.624396,89.43230145
16273,2010,Crime,44.9638786,60.14553442,111.352909
16274,2005,Wuxia Ancient Costume,121.0727778,73.2192413,117.9620248
16275,2010,Wuxia Ancient Costume Action Romance,101.5378189,66.99148332,107.2515902
16276,2010,Ancient Costume,159.7897737,53.4995585,112.1786944
16277,2016,Revolution,55.73829218,59.23013851,81.43739946
16278,2010,Historical Legend Spy Warfare War,47.15049383,49.49126732,86.30063058
16279,2009,Suspense Spy Warfare,119.0081276,71.31830792,106.40861
16280,2009,Spy Warfare,78.53935185,69.88793583,108.5274399
16281,2015,Revolution,94.90622428,44.88403533,81.74905998
16282,2017,Revolution,95.17606996,73.3616813,80.45885769
16283,2003,Ancient Costume,113.5771502,85.59792346,147.2581283
16284,2002,Historical Legend Ancient Costume,107.3780453,57.62782539,146.8779176
16286,2014,Historical Legend Ancient Costume,144.5309259,60.54267949,176.363072
16287,2011,Romance Modern City Inspiration,142.8158128,75.56711128,56.53871073
16288,2011,Romance Inspiration Modern City,150.907963,79.84121425,89.00803781
16289,2010,Historical Legend,75.72377572,52.09194039,95.75196246
16290,2023,Revolution,35.40338477,24.82975836,25.40199139
16291,2021,Revolution,58.9256893,46.86940137,55.86905509
16293,2000,Romance,94.8004321,86.10315918,103.9245965
16294,2015,Comedy Romance,189.8904012,61.06280258,95.58522609
16295,2017,Myth and Fantasy Time Travel,90.05680041,64.54159116,59.37546245
16296,2007,Documentary,106.1279733,48.74323876,136.15904
16297,2009,,161.6964095,66.99924254,66.10100178
16299,2009,Romance,210.6398148,52.4945486,81.41078776
16300,2012,Romance,120.7028807,88.70274776,91.63011228
16301,2011,Modern City,114.8934362,83.41128763,85.19723176
16302,2014,Modern City,141.9311214,79.44250644,102.9952061
16303,2021,Modern City Crime,44.13765432,57.3549039,56.62682285
16304,2018,Romance,190.1671091,75.94344175,78.47319223
16305,2007,Family,,,
16306,2005,Comedy Romance,225.0749588,54.28212745,68.73340991
16307,2005,Comedy,124.6195988,97.57962095,91.43564628
16308,2003,Romance,161.6269753,77.06718068,86.38307853
16310,2011,Romance Inspiration Modern City,192.7716049,80.31876806,74.12141863
16311,2012,Modern City,170.3059774,74.01069888,125.6800617
16312,2014,Modern City Family,159.6562654,74.3972641,120.4587879
16313,2014,Modern City Comedy,89.62196502,68.04684269,142.8102442
16314,2019,,204.8667387,65.75430472,67.63101936
16315,2019,Comedy Romance,148.0950617,85.25452655,156.1270723
16316,2004,Ancient Costume,121.7747016,68.01961963,123.7235116
16317,2015,Modern City Romance,177.7991461,80.8769597,113.6592146
16319,2007,Modern City Family,180.3023457,59.59664132,61.97890324
16320,2011,Family Romance,197.0720062,59.25710763,64.17898696
16324,2001,Romance,205.224465,46.85337063,81.54946363
16325,2011,Romance Modern City,126.4438477,47.36209997,56.91814986
16326,2012,Romance Modern City,,,
16327,2005,Animation Children,,,
16329,2016,Revolution,53.75346708,56.95906943,111.9543032
16330,2003,Crime,50.44894033,49.15276353,69.3126021
16331,2015,Romance Action,144.9446399,72.36991147,108.9542193
16332,2007,Comedy,159.4440741,94.07753347,90.09969746
16333,2014,Romance Modern City,161.8729527,71.70232303,106.347563
16334,2004,Romance,192.9481379,67.32960825,127.6571289
16335,2008,Romance,98.1575,64.50022999,92.38161188
16336,2004,Youth Idol Romance,167.4058128,74.336764,113.7173766
16337,2006,Family,188.9858333,66.94079454,95.57567451
16338,2010,Romance War,154.8046193,76.25921711,91.19670033
16339,2010,Romance,133.9957716,80.75891733,122.5234127
16340,2012,Romance Comedy,168.2761317,68.83257425,118.9815797
16341,2011,Romance,181.2993416,74.32398729,81.77233218
16342,2013,Inspiration Modern City Romance,125.9509671,72.52796142,122.6870245
16343,2011,Historical Legend Family Romance,102.8101543,60.95705951,104.3652759
16344,2014,Romance,101.0490535,79.65001971,123.2245923
16345,2015,Romance,145.9590741,69.74643457,96.56627486
16346,2019,Youth Idol Ancient Costume,112.7883025,73.22925055,114.1664734
16347,2020,Sci-Fi,109.8354835,63.81660808,87.75969277
16348,2020,Ancient Costume,169.6255453,68.89684885,81.22960394
16349,2009,Suspense,69.98177984,87.24141454,62.10488865
16350,2007,Family Historical Legend,100.6916152,69.53495592,78.15865761
16351,2021,Sci-Fi Ancient Costume,139.8368107,48.67667383,82.21769669
16352,2003,Comedy Ancient Costume,,,
16353,2017,Modern City Romance,164.3030041,84.02408201,105.5044381
16354,2017,Action,68.29412551,53.61153466,121.2043131
16355,2002,Historical Legend,,,
16356,2005,Youth Idol,195.7691564,55.68559986,64.33203851
16357,2017,Youth Idol,138.9579835,62.20994955,50.38624163
16358,2012,War,87.14761317,71.44621002,131.6385253
16359,2012,Romance,61.76549383,56.33572249,109.1509437
16360,2013,Youth Idol Romance Modern City,125.0764815,81.26008386,61.80872321
16361,2014,Documentary,109.3479012,48.06392577,57.46378868
16362,2021,Ancient Costume Suspense,96.21592593,67.66723029,128.5439287
16363,2011,Animation Children,130.782644,60.03639679,88.25873282
16365,2004,Historical Legend,66.43658436,52.57085627,77.89899349
16366,2008,Youth Idol,119.5112243,89.46513481,153.1421167
16367,2008,Action,70.38247942,66.1408596,111.6219146
16369,2008,Youth Idol Comedy,125.341749,63.40892612,77.20749183
16370,2012,Spy Warfare,70.94066872,64.39182948,100.5273954
16371,2014,Ancient Costume Romance Comedy Historical Legend,79.51016461,48.63914725,101.256863
16372,2013,Crime,74.48287037,72.24567906,98.80467541
16373,2017,Modern City Romance,144.2763374,59.56070921,75.03016747
16374,2017,Comedy,163.0526852,67.8616425,113.6800156
16375,2018,Romance,161.5508951,51.14864868,103.6251744
16376,2019,Modern City,193.4034465,58.45450676,112.5039674
16377,2020,War,154.2968313,72.23938484,67.72365255
16378,2021,Ancient Costume,82.73477366,47.97511448,56.18146122
16379,2020,Youth Idol,74.68100823,68.02965398,91.45329753
16380,2022,Crime,47.28478395,60.4061984,83.41233548
16381,2023,Romance Ancient Costume,157.5071193,54.03269711,94.07743594
16382,2022,Crime,94.18909465,61.77139442,88.89721424
16383,2023,Ancient Costume,124.2816872,63.06594232,73.56826449
16384,2024,Crime Suspense,69.1559465,59.95280227,88.23187462
16385,2024,Suspense,104.1095165,61.49194226,88.64544476
16386,2011,Romance Action,81.96512346,65.76559179,101.8227932
16387,2008,Military,82.65252058,64.93147107,114.7993554
16388,2000,Comedy,117.8252778,72.9080049,154.5738915
16389,2020,Youth Idol,161.6963169,65.00128804,81.21629713
16390,2012,Romance Comedy Modern City,108.0354733,81.86688229,101.7237776
16391,2017,Revolution,64.21458848,50.58169167,63.05586058
16392,2002,Comedy Romance,124.1532099,84.70813231,174.5451555
16393,2020,Modern City,67.0987037,65.73816164,115.5035872
16394,2003,,,,
16395,2012,Comedy Modern City,,,
16396,2017,Ancient Costume,91.8418107,69.954439,152.1275929
16397,2000,Suspense,,,
16398,2006,Animation Children,185.9186934,56.03510276,85.35601874
16399,2014,Modern City Family,128.3599074,81.72327141,137.2631244
16400,2016,Comedy,75.92878601,54.88619362,108.0961778
16401,2020,Comedy Romance,108.0081173,80.70007258,140.7340294
16402,2018,Comedy Sci-Fi Suspense,111.8536523,87.7886104,172.0939267
16403,2011,Ancient Costume Romance,110.010535,73.79743932,143.6838213
16404,2014,Romance Suspense Horror,168.1914712,72.97024434,61.82910254
16405,2004,Romance,,,
16406,2016,Time Travel Romance Youth Idol,61.6987963,65.53120739,111.793507
16407,2021,Romance,180.9378189,44.68852747,98.49596031
16408,2018,Modern City,57.49006173,54.45080484,58.00362164
16409,2001,Family,107.8306276,72.62845231,68.37940776
16410,2001,Romance,,,
16411,2005,Comedy,155.0589815,73.78700905,80.51057463
16412,2007,Romance Family,150.2668519,65.57374013,119.9075644
16413,2012,Romance,86.28986626,60.97849196,83.64290266
16414,2013,Documentary,87.14747942,69.62795124,112.1656884
16415,2013,Myth and Fantasy Children Animation,187.5479321,53.42256855,150.1992046
16416,2011,Documentary,100.4318621,67.43763196,105.4950447
16417,2017,Animation,76.24496914,67.95102857,99.99897187
16418,2018,Romance,141.5191564,53.33272977,57.78807123
16419,2017,Inspiration,198.8000823,53.57615817,93.53229247
16420,2018,,185.424856,77.13787968,96.1152099
16421,2009,Myth and Fantasy Animation Time Travel,110.8604424,64.760935,155.7341135
16422,2000,Family Romance,180.5425617,63.69000945,96.65357671
16423,2018,Comedy Action Romance,159.0972428,56.32310858,105.7936644
16424,2002,Ancient Costume,128.6542284,83.76716923,165.005967
16425,2015,Historical Legend Ancient Costume,86.2505144,75.05711008,111.8290194
16426,2014,War Ancient Costume,94.14832305,71.63463974,142.129435
16427,2017,Modern City Crime,123.1666358,66.65354979,151.5863246
16428,2010,Family Romance,100.5339506,58.33379135,107.9601805
16429,2014,Family Modern City Romance,136.1227984,74.98462739,140.7474494
16430,2015,Modern City Romance,167.8822222,73.85468184,98.65633575
16431,2016,Modern City,128.1702984,77.51342855,115.0885509
16432,2015,Romance Modern City,150.0048868,79.69533607,122.9020071
16433,2010,Family,149.0603807,71.7635808,126.0806022
16434,2008,Romance,161.6842901,78.22396823,99.51183672
16435,2005,Family Comedy,,,
16436,2003,Family,177.4552572,73.10799466,106.8491257
16437,2005,Family,105.3195679,61.74788375,75.98522434
16438,2009,Military,62.51166667,48.58919853,81.58362008
16439,2002,Romance,167.501358,60.04537669,116.9394172
16440,2010,Historical Legend War,98.53553498,75.43595008,87.56860489
16441,2009,Family,107.0383025,66.14809333,77.6206723
16442,2003,,160.1016667,27.4396812,24.19776258
16443,2011,Family Romance,90.59554527,68.81280316,114.5572305
16444,2009,,61.66667695,64.85457868,92.22161977
16445,2012,Family Romance,193.7095679,67.25733542,100.9775614
16446,2013,Comedy,177.6521605,83.79310632,117.6300587
16447,2011,Family Romance,148.0429938,71.64179222,97.05965659
16448,2014,Family Romance Modern City,108.9934774,75.16082892,130.6786646
16449,2014,Romance,132.7438889,76.58988898,146.7128356
16450,2015,Documentary,137.5318827,60.90318611,107.914061
16451,2016,Modern City,99.08615226,56.81205229,45.18090498
16452,2016,Romance Family,186.2529733,54.2456075,68.26017544
16453,2016,Comedy,203.34607,53.6016711,85.25756925
16454,2016,Comedy Romance,150.5952366,70.82782087,143.1760747
16455,2016,Romance,125.0240535,69.37643483,73.05618022
